singer	song	lyric	next_lyric
周杰伦	上海一九四三	黄金葛爬满了雕花的门窗\n夕阳斜斜映在斑驳的砖墙	铺着榉木板的屋内\n还弥漫姥姥当年酿的豆瓣酱
孙燕姿	尚好的青春	尚好的青春都是你\n再遥远 都跟随你	若滂沱大雨 不曾见证 海角相偎依\n衣角怎么会 湿淋淋
孙燕姿	尚好的青春	直到有一刻能守着你的心\n就算你不会懂 也不会可惜	千万记得天涯有人在等待\n路程再多遥远不要不回来
五月天	少年他的奇幻漂流	未知的未来\n我们会航向怎样的未来	无数命运流转\n打造了无数的相异的罗盘
五月天	少年他的奇幻漂流	午夜前醒来 迷惘如海\n繁星忘了灿烂	我们是小孩\n都曾是小孩
李宇春	少年中国	少年强 那中国一定也很棒\n吸收五千年的磁场	有传说中的神奇和谦虚的锋芒\n一根傲骨无法隐藏
许嵩	摄影艺术	拍过我的人\n傻笑得多诚恳	摁下了快门\n晓得心动不长存
许嵩	摄影艺术	拍过我的人走前还留了吻\n花心思调整爱和怨的白平衡	爱过你的人躺在相片里等\n面孔已褪色 缅怀却更深沉
周笔畅	谁动了我的琴弦	谁让你我静似月\n只能在心里默念	檐下燕\n替我飞到你身边
徐佳莹	身骑白马	我身骑白马 走三关\n我改换素衣 回中原	放下西凉 无人管\n我一心只想 王宝钏
薛之谦	绅士	好久没见了什么角色呢\n细心装扮着	白色衬衫的袖扣是你送的\n尽量表现着像不在意的
薛之谦	绅士	你退半步的动作认真的吗\n小小的动作伤害还那么大	我只能扮演个绅士\n才能和你说说话
薛之谦	绅士	我想给你个拥抱\n像以前一样可以吗	你退半步的动作认真的吗\n小小的动作伤害还那么大
薛之谦	绅士	我忍不住从背后抱了一下\n尺度掌握在不能说想你啊	你就当刚认识的绅士\n闹了个笑话吧
薛之谦	绅士	你说我说听说 忍着言不由衷的段落\n我反正决定自己难过	我想摸你的头发\n只是简单的试探啊
薛之谦	绅士	我想摸你的头发\n只是简单的试探啊	我想给你个拥抱\n像以前一样可以吗
薛之谦	绅士	我们的距离在眉间皱了下\n迅速还原成路人的样子啊	越有礼貌我越害怕\n绅士要放得下
薛之谦	绅士	你能给我只左手\n牵你到马路那头吗	我会像以前一样\n看着来往的车子啊
薛之谦	绅士	我能送你回家吗\n可能外面要下雨啦	我能给你个拥抱\n像朋友一样可以吗
许嵩	深夜书店	你看书还是看我\n眼神里求知欲多	心里燃起了焰火\n想说什么就勇敢说
林宥嘉	神秘嘉宾	我跟谁变得亲密 谁逐渐离我远去\n华丽演出共襄盛举	 唯有你的背影\n友情客串却留下刻骨铭心的回忆
五月天	生存以上生活以下	午餐是随便还是都好\n还是跟你一样的任何一种	奇怪呢很久以前我是\n很有想法主见心跳很执着
五月天	生活	不知不觉改变 远离每个昨天\n那些笑和眼泪 没有时间说再见	喜怒哀乐 苦辣酸甜\n终于了解 这就是生活的滋味
陈奕迅	圣诞结	落单的恋人最怕过节\n只能独自庆祝尽量喝醉	我爱过的人没有一个留在身边\n寂寞他陪我过夜
五月天	圣诞夜惊魂	朋友都说 我长的很诚恳 又天真\n傻笑傻到出神 说完再见 突然 你就惦起脚跟	你的吻 我的惊魂 故事就 突然发生\n你笑着 我说怎么可能 原来世上真的有圣诞老人
林俊杰	圣所	我乘着雄风来破浪\n我奔向命运的宣战	未知是炯炯的目光\n圣所呼唤 带你启航
林俊杰	圣所	徘徊在幽谷的念头\n宁静是奢侈的奢求	沦陷在时线的破口\n这支离破碎的部落
莫文蔚	盛夏的果实	也许放弃 才能靠近你 不再见你\n你才会把我记起	时间累积 这盛夏的果实\n回忆里爱情的香气
莫文蔚	盛夏的果实	你曾说过会永远爱我\n也许承诺 不过因为没把握	别用沉默\n再去掩饰甚么
五月天	盛夏光年	我骄傲的破坏 我痛恨的平凡\n才想起那些是我最爱	让盛夏去贪玩\n把残酷的未来 狂放到光年外(而现在)
五月天	盛夏光年	我要我疯我要我爱\n现在盛夏的一场狂欢	来到了光年之外\n长大难道是人必经的溃烂
徐佳莹	失落沙洲	我不是一定要你回来\n只是当又一个人看海	回头才发现你不在\n留下我迂回的徘徊
徐佳莹	失落沙洲	又回到这个尽头我\n也想再往前走	只是越看见海阔天空\n越遗憾 没有你分享我的感动
蔡依林	诗人漫步	世界再大 你还是原地不动\n说得再多 你从来也没听懂	你的幽默 像玻璃划过双手\n我在你的眼中 只是画面拼凑
曾轶可	狮子座	一个人的时候\n不是不想你	一个人的时候\n只是怕想你
莫文蔚	十二楼	向左 侧身 半躺 等体温下降\n电视播吸烟对怀孕的影响	是谁在十二楼嚷嚷 日子像是道灰墙\n骂它也没有回响 呀呀呀呀呀呀呀
王力宏	十二生肖	子鼠丑牛寅虎卯兔\n辰龙巳蛇午马未羊	申猴酉鸡戌狗亥猪\n这就是十二个生肖
陈奕迅	十年	如果那两个字没有颤抖\n我不会发现 我难受	怎么说出口\n也不过是分手
陈奕迅	十年	如果那两个字没有颤抖\n我不会发现我难受	怎么说出口\n也不过是分手
陈奕迅	十年	十年之前 我不认识你\n你不属于我	我们还是一样\n陪在一个陌生人左右
陈奕迅	十年	直到和你做了多年朋友\n才明白我的眼泪	不是为你而流\n也为别人而流
陈奕迅	十年	走过渐渐熟悉的街头\n十年之后我们是朋友	还可以问候 只是那种温柔\n再也找不到拥抱的理由
陈奕迅	十年	怀抱既然不能逗留\n何不在离开的时候	一边享受\n一边泪流
陈奕迅	十年	十年之后 我们是朋友\n还可以问候	只是那种温柔\n再也找不到拥抱的理由
陈奕迅	十年	如果对于明天没有要求\n牵牵手就像旅游	成千上万个门口\n总有一个人要先走
陈奕迅	十年	十年之前\n我不认识你 你不属于我	我们还是一样\n陪在一个陌生人左右
陈奕迅	十年	走过渐渐熟悉的街头\n十年之后我们是朋友 还可以问候	只是那种温柔\n再也找不到拥抱的理由 情人最后难免沦为朋友
蔡健雅	十万毫升泪水	你烦不烦 总考验我多勇敢\n有那么难 那么幸福和美满	我不贪婪 只求多些夜晚\n不鼻酸 不孤单
五月天	时光机	全剧终 看见满场空座椅 \n 灯亮起	这故事\n好像真实又像虚幻的情境
五月天	时光机	那阳光 碎裂在熟悉场景 \n 好安静	一个人 能背多少的往事\n真不轻
周杰伦	时光机	那童年的希望是一台时光机\n我可以一路开心到底都不换气	带竹蜻蜓 穿过那森林\n打开了任意门找到你一起旅行
周杰伦	时光机	那童年的希望是一台时光机\n你我翻滚过的榻榻米味道熟悉	所有回忆\n在夏天的口袋里
周杰伦	时光机	慢慢清晰\n原来思念你是加了糖的消息	我用铅笔\n画得更仔细素描那年天气
周杰伦	时光机	墙角迎风的雏菊\n茉莉花开的香气	闭上眼回到过去\n划分界限的桌椅
苏打绿	拾穗	我们盼......盼望的力量\n请你看......看我们等待	长了翅膀的女孩 手中的麦秆\n火炬带给人们的温暖
周杰伦	世界末日	天灰灰会不会 \n 让我忘了你是谁\n	夜越黑 梦违背\n难追难回味
阿肆	世界上的另一个我	上一秒我在台北看烟火\n下一秒你在上海喝mojito	你感觉我 就像我感觉你\n世界上的另一个我
阿肆	世界上的另一个我	岁月为我大浪淘沙而你被留下\n我的世界流转变化你却没时差	啦啦啦啦我亲爱的你呀\n岁月待我晴雨交加
阿肆	世界上的另一个我	人生到处是假正经\n变幻莫测捕风捉影 有几个陪我等雨停	难得真性情\n天高海阔我的渊明谁倾听
周杰伦	世界未末日	就算是世界要崩溃 \n亲爱的我也绝不会落泪	不放弃爱过的那种感觉\n珍惜着有你记忆的一切
李圣杰	手放开	最后的疼爱是手放开\n不想用言语拉扯所以选择不责怪	感情就像候车月台有人走有人来\n我的心是一个站牌
李圣杰	手放开	不能给你未来我还你现在\n安静结束也是另一种对待	当眼泪流下来 伤已超载\n分开也是另一种明白
李圣杰	手放开	我给你最后的疼爱是手放开\n不要一张双人床中间隔着一片海	感情的污点就留给时间慢慢漂白\n把爱收进胸前左边口袋
周杰伦	手写的从前	这风铃 跟心动很接近\n这封信 还在怀念旅行	路过的 爱情都太年轻\n你是我 想要 再回去 的风景
周杰伦	手写的从前	我看着你的脸 轻刷着和弦\n情人节卡片 手写的永远	还记得广场公园 一起表演\n校园旁糖果店 记忆里在微甜
周杰伦	手写的从前	我重温 午后 的阳光\n将吉他 斜背 在肩上	跟多年前一样 我们轻轻的唱\n去任何地方
周杰伦	手写的从前	这别离 被瓶装成秘密\n这雏菊 美的像诗句	而我在风中等你 的消息\n等月光落雪地 等枫红染秋季等相遇
周杰伦	手写的从前	我看着你的脸 轻刷着和弦\n初恋是整遍 手写的从前	还记得广场公园 一起表演\n校园旁糖果店 记忆里在微甜
林俊杰	手心的蔷薇	手心的蔷薇\n刺伤而不自觉	你值得被疼爱\n你懂我的期待
林俊杰	手心的蔷薇	你眼眶超载的眼泪\n乘客是绝望和心碎	我可以看见你忍住伤悲\n那一双爱笑眼睛不适合皱眉
张韶涵	手心的太阳	你手心的太阳 只轻放在我背上	委屈就能笑着落泪\n被释放
张韶涵	手心的太阳	你手心的太阳\n有种安定的力量	就算世界再乱\n我也不心慌
张韶涵	手心的太阳	在手心的太阳\n黑暗里特别明亮	让远路好像\n是一种分享
张韶涵	手心的太阳	我手心的太阳\n或许只像个月亮	却用所有爱\n为你投射我最暖的光芒
许嵩	书香年华	琅琅书声如春风\n 拂过千年时空	少年啊壮志在胸\n 赋首词让人感动
许嵩	书香年华	多久没有提笔\n 为你写一首诗	对偶平仄押韵\n难道都在故纸
林俊杰	熟能生巧	我不再逃 空虚日子\n这一路都在熬	也许爱情 就是熟能生巧\n你绝对想不到 我多渴望
周杰伦	双刀	从天台向下俯瞰暴力在原地打转\n上一代解决的答案是微笑不抵抗	被雨淋湿的唐装那股叹息很东方\n我看不惯尊严受伤家族如此不堪
周杰伦	双刀	风 \n 盘旋烟雾弥漫	我虔诚点的香\n在祈祷着平安
蔡健雅	双栖动物	我不像你是双栖动物\n我只能活在充满爱的幸福	我所能适应的温度\n都是以两人世界为主
许嵩	双人旁	你提过的好地方\n我标在地图上	等哪一天\n我带你去流浪 流浪
许嵩	双人旁	当你坐在我身旁\n梨花带雨的模样	电影情节有点伤\n把你的柔弱释放
许嵩	双人旁	我身旁 还漂浮你发香\n你身旁 环绕我的期望	我们俩 也许曾经都受过伤\n相似的风雨后
周杰伦	水手怕水	铃不铃不铃 铃不铃不铃\n铃不铃不铃 铃不铃不铃 我的闹钟怎么叫不醒我	铃不铃不铃 铃不铃不铃\n铃不铃不铃 铃不铃不铃 林老师在喝牛奶
周杰伦	水手怕水	叫我 水手 Oh oh come on come on baby\n美人鱼勾引我这招 卑鄙	Oh 喊我 水手 Oh oh come on come on honey\n我喜欢你胜过Money
蔡依林	说爱你	要证明自己曾被你想起 Really\n 我胡思乱想就从今天起 I wish	像一个陷阱 却从未犹豫相信 你真的愿意\n就请给我惊喜 关于爱情 过去没有异想的结局
蔡健雅	说到爱	怀疑幸福的存在那瞬间 其实早就拥有\n多盼望有一段旅程拜访每张熟悉的笑容	说到爱 就算是还似懂非懂\nLet’s sing it out of love
周杰伦	说好的幸福呢	时间过了走了 爱情面临选择\n你冷了倦了我哭了	离开时的不快乐\n你用卡片手写着有些爱只给到这
周杰伦	说好的幸福呢	怎么了 你累了说好的 幸福呢\n我懂了 不说了 爱淡了 梦远了	开心与不开心细数着你再不舍\n那些爱过的感觉都太深刻
周杰伦	说好的幸福呢	时间过了 走了 爱情面临选择\n你冷了 倦了 我哭了	离开时的不快乐你用卡片手写着\n有些爱只给到这真的痛了
周杰伦	说好的幸福呢	你的回话凌乱着\n在这个时刻	我想起喷泉旁的白鸽\n甜蜜散落了
周杰伦	说好的幸福呢	情绪莫名的拉扯\n我还爱你呢	而你断断续续唱着歌\n 假作没事了
周杰伦	说好的幸福呢	怎么了你累了说好的幸福呢\n我懂了不说了 爱淡了梦远了	开心与不开心 一一细数着 你再不舍\n那些爱过的感觉都太深刻 我都还记得
周杰伦	说好的幸福呢	你不等了说好的幸福呢\n我错了泪干了 放手了后悔了	只是回忆的音乐盒还旋转着\n要怎么停呢
林宥嘉	说谎	爱一个人没爱到难道就会怎么样\n别说我说谎	人生已经如此的艰难\n有些事情就不要拆穿
林宥嘉	说谎	我没有说谎\n我何必说谎	你懂我的\n我对你从来就不会假装
林宥嘉	说谎	我没有说谎\n是爱情说谎	它带你来骗我说\n渴望的有 可能有希望
林宥嘉	说谎	是有过几个不错对象\n说起来并不寂寞孤单	可能我浪荡让人家不安\n才会结果都阵亡
周杰伦	说了再见	说了再见 才发现再也见不到\n能不能就这样忍着痛泪不掉	说好陪我到老 永恒往哪里找\n再次拥抱一分一秒都好
周杰伦	说了再见	天亮了 雨下了 你走了\n清楚了 我爱的 遗失了	落叶飘在湖面上睡着了\n想要放 放不掉 泪在飘
周杰伦	说了再见	我假装过去不重要\n却发现自己办不到	说了再见 才发现再也见不到\n我不能就这样失去你的微笑
周杰伦	说了再见	说了再见 才发现再也见不到 \n 我不能就这样失去你的微笑	口红待在桌脚 而你我找不到\n若角色对调你说好不好
苏打绿	说了再见以后	爱是颗星 在现实的光害里 \n低头想找你 却只剩倒影	我试着骗自己 有散也有聚\n只是想起了 再无人聆听 不如归去
梁静茹	丝路	如果流浪是你的天赋\n那么你一定是我最美的追逐	如果爱情 是你的游牧\n拥有过 是不是 该满足
梁静茹	丝路	谁带我踏上孤独的丝路\n追逐你的脚步	谁带我离开 孤独的丝路\n感受你的温度
五月天	私奔到月球	七八九我们私奔到月球\n让双脚去腾空 让我们去感受	那无忧的真空 那月色纯真的感动\n当你说 太聪明往往还是 会寂寞
五月天	私奔到月球	这星球天天有五十亿人在错过\n多幸运有你一起看星星在争宠	这一刻不再问为什麽\n不再去猜测人和人心和心有什麽不同
五月天	私奔到月球	其实你是个心狠又手辣的小偷\n我的心我的呼吸和名字都偷走	你才是 绑架我的凶手\n机车後座的我 吹着风 逃离了平庸
